Team_id,Team,Player,Position,Matches_Played,On_start_%,Goals_/_Goals_Received,Assists,Total_Points,Points_Average,Last_5_games_points,J_11,J_12,J_13,J_14,J_15,Avg_last_5_games,Value
9,Rayo Vallecano de Madrid,Dimitrievski,PT,15,93,15,0,78,5.2,"['12', '10', '3', '4', '4']",12,10,3,4,4,6.6,3840000
9,Rayo Vallecano de Madrid,Iván Arboleda,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,180000
9,Rayo Vallecano de Madrid,Luca Zidane,PT,1,7,3,0,-10,-10,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,520000
9,Rayo Vallecano de Madrid,Catena,DF,15,100,0,1,68,4.5,"['4', '6', '2', '4', '4']",4,6,2,4,4,4.0,3880000
9,Rayo Vallecano de Madrid,Fran García,DF,15,100,0,0,61,4.1,"['4', '8', '3', '4', '5']",4,8,3,4,5,4.8,2530000
9,Rayo Vallecano de Madrid,Balliu,DF,14,93,0,1,44,3.1,"['4', '5', '5', '2', '4']",4,5,5,2,4,4.0,1810000
9,Rayo Vallecano de Madrid,Saveljich,DF,11,73,0,0,33,3,"['6', '-', '2', '2', '2']",6,0,2,2,2,2.4,1230000
9,Rayo Vallecano de Madrid,Mario Hernández,DF,2,13,1,0,12,6,"['-', '5', '-', '-', '-']",0,5,0,0,0,1.0,330000
9,Rayo Vallecano de Madrid,Nikola Maras,DF,5,20,0,0,12,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,550000
9,Rayo Vallecano de Madrid,Kevin Rodrigues,DF,5,0,0,0,9,1.8,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,450000
9,Rayo Vallecano de Madrid,Trejo,MD,13,80,3,7,91,7,"['10', '2', '4', '14', '-']",10,2,4,14,0,6.0,9820000
9,Rayo Vallecano de Madrid,Álvaro García,MD,15,93,5,1,86,5.7,"['4', '4', '5', '10', '3']",4,4,5,10,3,5.2,7920000
9,Rayo Vallecano de Madrid,Comesaña,MD,15,87,1,2,78,5.2,"['4', '6', '4', '10', '4']",4,6,4,10,4,5.6,6140000
9,Rayo Vallecano de Madrid,Isi Palazón,MD,15,73,2,0,61,4.1,"['2', '5', '2', '5', '12']",2,5,2,5,12,5.2,3210000
9,Rayo Vallecano de Madrid,Randy Nteka,MD,13,40,3,0,57,4.4,"['4', '2', '3', '-', '-']",4,2,3,0,0,1.8,5750000
9,Rayo Vallecano de Madrid,Pathé Ciss,MD,12,40,1,1,51,4.3,"['3', '2', '-', '-', '-']",3,2,0,0,0,1.0,3280000
9,Rayo Vallecano de Madrid,Óscar Valentín,MD,13,60,0,0,46,3.5,"['-', '3', '7', '2', '-1']",0,3,7,2,-1,2.2,1610000
9,Rayo Vallecano de Madrid,Bebé,MD,12,7,0,2,46,3.8,"['4', '4', '6', '2', '4']",4,4,6,2,4,4.0,2190000
9,Rayo Vallecano de Madrid,Unai López,MD,12,33,0,0,39,3.3,"['3', '2', '5', '2', '2']",3,2,5,2,2,2.8,1930000
9,Rayo Vallecano de Madrid,Merquelanz,MD,4,20,0,0,13,3.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1330000
9,Rayo Vallecano de Madrid,Pozo,MD,4,0,0,0,10,2.5,"['-', '-', '2', '1', '7']",0,0,2,1,7,2.0,390000
9,Rayo Vallecano de Madrid,Mario Suárez,MD,3,7,0,0,3,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,550000
9,Rayo Vallecano de Madrid,Falcao,DL,8,27,5,0,57,7.1,"['8', '4', '10', '-', '-']",8,4,10,0,0,4.4,10640000
9,Rayo Vallecano de Madrid,Sergi Guardiola,DL,10,27,2,2,36,3.6,"['-', '2', '2', '8', '2']",0,2,2,8,2,2.8,2730000
9,Rayo Vallecano de Madrid,Andrés Martín,DL,5,7,0,0,6,1.2,"['-', '-', '-', '2', '1']",0,0,0,2,1,0.6,310000
9,Rayo Vallecano de Madrid,Yacine Qasmi,DL,1,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,790000
9,Rayo Vallecano de Madrid,Sergio Moreno,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
10,Levante UD,Aitor Fernández,PT,9,60,19,0,34,3.8,"['1', '1', '-', '-', '-']",1,1,0,0,0,0.4,3040000
10,Levante UD,Rúben Vezo,DF,13,80,0,0,52,4,"['5', '3', '4', '8', '2']",5,3,4,8,2,4.4,2180000
10,Levante UD,Clerc,DF,12,80,0,0,35,2.9,"['-', '-', '-', '5', '11']",0,0,0,5,11,3.2,1570000
10,Levante UD,Mustafi,DF,8,40,1,0,35,4.4,"['-', '0', '-', '9', '0']",0,0,0,9,0,1.8,2340000
10,Levante UD,Óscar Duarte,DF,8,47,0,0,26,3.3,"['2', '5', '5', '3', '2']",2,5,5,3,2,3.4,890000
10,Levante UD,Son,DF,8,40,0,0,26,3.3,"['4', '3', '3', '2', '-']",4,3,3,2,0,2.4,1000000
10,Levante UD,Jorge Miramón,DF,12,53,0,0,23,1.9,"['1', '-', '2', '3', '-']",1,0,2,3,0,1.2,910000
10,Levante UD,Enric Franquesa,DF,8,27,0,0,13,1.6,"['0', '4', '2', '-', '-']",0,4,2,0,0,1.2,490000
10,Levante UD,Sergio Postigo,DF,3,13,0,0,8,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,430000
10,Levante UD,Coke,DF,1,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,350000
10,Levante UD,Campaña,MD,8,47,1,0,45,5.6,"['-', '5', '5', '6', '6']",0,5,5,6,6,4.4,7750000
10,Levante UD,Mickael Malsa,MD,10,40,0,1,41,4.1,"['2', '2', '9', '3', '6']",2,2,9,3,6,4.4,1690000
10,Levante UD,Bardhi,MD,9,40,2,1,40,4.4,"['16', '2', '5', '2', '5']",16,2,5,2,5,6.0,3110000
10,Levante UD,Melero,MD,9,53,1,2,38,4.2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,4210000
10,Levante UD,Pablo Martínez,MD,12,47,0,1,35,2.9,"['2', '1', '-', '-', '-']",2,1,0,0,0,0.6,930000
10,Levante UD,Jorge de Frutos,MD,13,67,1,2,34,2.6,"['0', '3', '7', '5', '2']",0,3,7,5,2,3.4,4060000
10,Levante UD,Alejandro Cantero,MD,11,13,0,0,22,2,"['2', '2', '2', '-', '-']",2,2,2,0,0,1.2,770000
10,Levante UD,Radoja,MD,7,40,0,0,17,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,880000
10,Levante UD,Pepelu,MD,7,33,0,0,15,2.1,"['0', '-', '1', '-', '-']",0,0,1,0,0,0.2,550000
10,Levante UD,Vukcevic,MD,4,0,0,0,11,2.8,"['-', '4', '-', '2', '-']",0,4,0,2,0,1.2,310000
10,Levante UD,Edgar Sevikyan,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000
10,Levante UD,Morales,DL,15,87,4,0,48,3.2,"['4', '1', '2', '2', '-2']",4,1,2,2,-2,1.4,7040000
10,Levante UD,Roger,DL,10,60,2,0,34,3.4,"['-', '-', '-', '2', '2']",0,0,0,2,2,0.8,4840000
10,Levante UD,Dani Gómez,DL,11,20,0,1,22,2,"['2', '1', '3', '2', '-']",2,1,3,2,0,1.6,800000
10,Levante UD,Soldado,DL,7,33,0,0,16,2.3,"['-', '0', '2', '2', '2']",0,0,2,2,2,1.2,2350000
11,RCD Mallorca,Reina,PT,14,93,18,0,50,3.6,"['2', '2', '0', '0', '5']",2,2,0,0,5,1.8,2700000
11,RCD Mallorca,Greif,PT,1,7,3,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,420000
11,RCD Mallorca,Maffeo,DF,13,87,1,0,72,5.5,"['4', '6', '14', '4', '2']",4,6,14,4,2,6.0,5150000
11,RCD Mallorca,Martin Valjent,DF,15,100,0,0,57,3.8,"['5', '4', '2', '-1', '4']",5,4,2,-1,4,2.8,2540000
11,RCD Mallorca,Brian Oliván,DF,13,80,1,0,47,3.6,"['3', '1', '-', '4', '-']",3,1,0,4,0,1.6,2420000
11,RCD Mallorca,Franco Russo,DF,10,67,0,0,39,3.9,"['4', '4', '-1', '4', '9']",4,4,-1,4,9,4.0,1020000
11,RCD Mallorca,Jaume Costa,DF,8,33,0,0,11,1.4,"['-8', '-', '8', '-', '4']",-8,0,8,0,4,0.8,1110000
11,RCD Mallorca,Joan Sastre,DF,7,13,0,0,5,0.7,"['-', '-3', '-', '-', '-']",0,-3,0,0,0,-0.6,390000
11,RCD Mallorca,Josep Gayá,DF,1,7,0,0,-2,-2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000
11,RCD Mallorca,Idrissu Baba,MD,14,80,1,1,73,5.2,"['6', '14', '2', '-', '7']",6,14,2,0,7,5.8,5600000
11,RCD Mallorca,Salva Sevilla,MD,9,40,1,2,53,5.9,"['2', '8', '11', '-', '-']",2,8,11,0,0,4.2,3530000
11,RCD Mallorca,Ruiz de Galarreta,MD,13,60,0,0,46,3.5,"['4', '2', '1', '4', '6']",4,2,1,4,6,3.4,2120000
11,RCD Mallorca,Kang-In Lee,MD,11,60,1,1,38,3.5,"['-', '5', '3', '4', '4']",0,5,3,4,4,3.2,3430000
11,RCD Mallorca,Kubo,MD,7,33,0,0,22,3.1,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,2920000
11,RCD Mallorca,Mboula,MD,10,33,0,0,19,1.9,"['9', '2', '4', '2', '-']",9,2,4,2,0,3.4,580000
11,RCD Mallorca,Antonio Sánchez,MD,6,27,1,0,19,3.2,"['-', '-', '4', '2', '2']",0,0,4,2,2,1.6,760000
11,RCD Mallorca,Rodrigo Battaglia,MD,10,20,0,0,13,1.3,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,680000
11,RCD Mallorca,Aleix Febas,MD,4,7,0,0,10,2.5,"['-', '-', '-', '5', '-']",0,0,0,5,0,1.0,370000
11,RCD Mallorca,Lago Júnior,MD,6,7,0,0,9,1.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,400000
11,RCD Mallorca,Sedlar,MD,5,7,0,0,6,1.2,"['2', '-2', '-', '-', '-']",2,-2,0,0,0,0.0,360000
11,RCD Mallorca,Fernando Niño,DL,11,40,2,0,44,4,"['2', '-', '2', '2', '-']",2,0,2,2,0,1.2,4120000
11,RCD Mallorca,Ángel Rodríguez,DL,10,47,2,1,42,4.2,"['3', '5', '-1', '6', '4']",3,5,-1,6,4,3.4,3290000
11,RCD Mallorca,Abdón Prats,DL,9,7,1,0,34,3.8,"['-', '-', '3', '10', '4']",0,0,3,10,4,3.4,830000
11,RCD Mallorca,Hoppe,DL,2,7,0,1,5,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,700000
2,Real Betis Balompié,Rui Silva,PT,8,53,7,0,29,3.6,"['-', '-', '-', '10', '2']",0,0,0,10,2,2.4,1590000
2,Real Betis Balompié,Claudio Bravo,PT,7,47,9,0,23,3.3,"['4', '7', '0', '-', '-']",4,7,0,0,0,2.2,1520000
2,Real Betis Balompié,Joel Robles,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,260000
2,Real Betis Balompié,Álex Moreno,DF,12,73,1,1,53,4.4,"['6', '2', '1', '7', '5']",6,2,1,7,5,4.2,2920000
2,Real Betis Balompié,Víctor Ruiz,DF,8,53,0,0,30,3.8,"['5', '-', '-', '5', '3']",5,0,0,5,3,2.6,2330000
2,Real Betis Balompié,Pezzella,DF,9,53,1,0,29,3.2,"['13', '0', '3', '5', '-']",13,0,3,5,0,4.2,1760000
2,Real Betis Balompié,Martín Montoya,DF,6,40,0,1,26,4.3,"['1', '1', '-', '-', '-']",1,1,0,0,0,0.4,1920000
2,Real Betis Balompié,Héctor Bellerín,DF,8,53,0,1,22,2.8,"['-', '-', '-1', '-6', '-']",0,0,-1,-6,0,-1.4,3730000
2,Real Betis Balompié,Marc Bartra,DF,4,27,0,0,21,5.3,"['-', '-', '-', '-', '5']",0,0,0,0,5,1.0,1920000
2,Real Betis Balompié,Juan Miranda,DF,4,27,0,0,17,4.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,880000
2,Real Betis Balompié,Kike Hermoso,DF,1,7,1,0,13,13,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,460000
2,Real Betis Balompié,Sabaly,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,790000
2,Real Betis Balompié,Fekir,MD,0,93,0,0,88,6.3,"['6', '-', '4', '12', '7']",6,0,4,12,7,5.8,12330000
2,Real Betis Balompié,Yassin Fekir,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,300000
2,Real Betis Balompié,Canales,MD,14,87,1,2,68,4.9,"['3', '2', '2', '2', '7']",3,2,2,2,7,3.2,12200000
2,Real Betis Balompié,William Carvalho,MD,13,47,0,1,58,4.5,"['6', '4', '4', '2', '2']",6,4,4,2,2,3.6,3690000
2,Real Betis Balompié,Guido Rodríguez,MD,12,67,0,2,50,4.2,"['2', '2', '-5', '-', '8']",2,2,-5,0,8,1.4,5890000
2,Real Betis Balompié,Édgar González,MD,12,60,0,1,48,4,"['-', '0', '2', '4', '3']",0,0,2,4,3,1.8,2800000
2,Real Betis Balompié,Rodrigo Sánchez,MD,10,53,1,1,42,4.2,"['-', '1', '1', '-', '-']",0,1,1,0,0,0.4,3460000
2,Real Betis Balompié,Guardado,MD,13,47,0,0,33,2.5,"['5', '4', '2', '2', '3']",5,4,2,2,3,3.2,1110000
2,Real Betis Balompié,Joaquín,MD,8,0,0,1,23,2.9,"['0', '-', '-', '-', '-']",0,0,0,0,0,0.0,1150000
2,Real Betis Balompié,Tello,MD,9,7,0,0,19,2.1,"['-', '4', '3', '2', '-']",0,4,3,2,0,1.8,1240000
2,Real Betis Balompié,Aitor Ruibal,MD,9,33,0,0,19,2.1,"['2', '2', '-', '2', '6']",2,2,0,2,6,2.4,990000
2,Real Betis Balompié,Camarasa,MD,5,0,0,0,12,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,560000
2,Real Betis Balompié,Rober González,MD,4,7,0,0,12,3,"['2', '2', '-', '5', '-']",2,2,0,5,0,1.8,380000
2,Real Betis Balompié,Paul Akouokou,MD,2,13,0,0,9,4.5,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,370000
2,Real Betis Balompié,Diego Lainez,MD,2,0,0,0,2,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,820000
2,Real Betis Balompié,Juanmi Jiménez,DL,13,60,8,1,94,7.2,"['14', '1', '2', '11', '21']",14,1,2,11,21,9.8,6190000
2,Real Betis Balompié,Willian José,DL,12,60,5,2,71,5.9,"['4', '1', '2', '9', '10']",4,1,2,9,10,5.2,10440000
2,Real Betis Balompié,Borja Iglesias,DL,12,33,3,0,50,4.2,"['16', '4', '-', '-', '-']",16,4,0,0,0,4.0,6230000
13,Real Sociedad de Fútbol,Alex Remiro,PT,13,87,9,0,71,5.5,"['-', '4', '8', '8', '2']",0,4,8,8,2,4.4,3970000
13,Real Sociedad de Fútbol,Ryan,PT,2,13,2,0,13,6.5,"['12', '-', '-', '-', '-']",12,0,0,0,0,2.4,560000
13,Real Sociedad de Fútbol,Aritz Elustondo,DF,14,87,3,1,82,5.9,"['15', '5', '6', '-4', '-']",15,5,6,-4,0,4.4,6210000
13,Real Sociedad de Fútbol,Le Normand,DF,15,100,0,0,79,5.3,"['7', '4', '6', '9', '4']",7,4,6,9,4,6.0,4530000
13,Real Sociedad de Fútbol,Gorosabel,DF,12,67,0,1,51,4.3,"['-', '6', '-', '4', '3']",0,6,0,4,3,2.6,2740000
13,Real Sociedad de Fútbol,Zubeldia,DF,8,20,0,1,25,3.1,"['3', '1', '2', '-', '-']",3,1,2,0,0,1.2,810000
13,Real Sociedad de Fútbol,Aihen Muñoz,DF,12,67,0,0,25,2.1,"['3', '2', '-', '-', '6']",3,2,0,0,6,2.2,1410000
13,Real Sociedad de Fútbol,Diego Rico,DF,5,27,0,0,18,3.6,"['2', '4', '2', '5', '5']",2,4,2,5,5,3.6,1720000
13,Real Sociedad de Fútbol,Jon Pacheco,DF,3,0,0,0,9,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,360000
13,Real Sociedad de Fútbol,Cristo Romero,DF,1,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,380000
13,Real Sociedad de Fútbol,Monreal,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,750000
13,Real Sociedad de Fútbol,Mikel Merino,MD,14,93,2,1,79,5.6,"['10', '6', '10', '7', '-']",10,6,10,7,0,6.6,9280000
13,Real Sociedad de Fútbol,Januzaj,MD,15,53,1,0,61,4.1,"['4', '2', '12', '5', '10']",4,2,12,5,10,6.6,4550000
13,Real Sociedad de Fútbol,Zubimendi,MD,14,67,0,1,56,4,"['5', '3', '5', '2', '6']",5,3,5,2,6,4.2,3890000
13,Real Sociedad de Fútbol,Silva,MD,9,60,0,1,37,4.1,"['4', '4', '4', '2', '-']",4,4,4,2,0,2.8,6660000
13,Real Sociedad de Fútbol,Ander Barrenetxea,MD,7,27,1,1,33,4.7,"['-', '-', '3', '2', '5']",0,0,3,2,5,2.0,3700000
13,Real Sociedad de Fútbol,Guevara,MD,10,40,0,0,31,3.1,"['-', '2', '-', '4', '2']",0,2,0,4,2,1.6,1000000
13,Real Sociedad de Fútbol,Robert Navarro,MD,5,20,0,0,20,4,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,510000
13,Real Sociedad de Fútbol,Beñat Turrientes,MD,5,7,0,0,13,2.6,"['1', '-', '2', '2', '-']",1,0,2,2,0,1.0,660000
13,Real Sociedad de Fútbol,Germán Valera,MD,3,0,0,0,6,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,320000
13,Real Sociedad de Fútbol,Guridi,MD,1,0,0,0,1,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,330000
13,Real Sociedad de Fútbol,Illarramendi,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1510000
13,Real Sociedad de Fútbol,Oyarzabal,DL,10,60,6,1,71,7.1,"['-', '-', '-', '3', '2']",0,0,0,3,2,1.0,17910000
13,Real Sociedad de Fútbol,Isak,DL,12,67,3,1,51,4.3,"['11', '7', '2', '2', '2']",11,7,2,2,2,4.8,11740000
13,Real Sociedad de Fútbol,Portu,DL,15,53,0,1,50,3.3,"['5', '3', '3', '2', '5']",5,3,3,2,5,3.6,5520000
13,Real Sociedad de Fútbol,Lobete,DL,11,13,2,0,32,2.9,"['1', '2', '2', '3', '1']",1,2,2,3,1,1.8,1550000
13,Real Sociedad de Fútbol,Sorloth,DL,11,33,1,0,32,2.9,"['4', '2', '-', '-', '-']",4,2,0,0,0,1.2,3460000
13,Real Sociedad de Fútbol,Carlos Fernández,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,540000
14,Villarreal CF,Rulli,PT,12,86,11,0,66,5.5,"['-', '0', '8', '0', '0']",0,0,8,0,0,1.6,4580000
14,Villarreal CF,Sergio Asenjo,PT,2,14,4,0,2,1,"['-1', '-', '-', '-', '-']",-1,0,0,0,0,-0.2,1350000
14,Villarreal CF,Pau Torres,DF,11,79,1,0,60,5.5,"['10', '5', '8', '5', '3']",10,5,8,5,3,6.2,6270000
14,Villarreal CF,Albiol,DF,10,71,0,0,54,5.4,"['-', '6', '7', '4', '3']",0,6,7,4,3,4.0,5140000
14,Villarreal CF,Alberto Moreno,DF,12,43,2,0,54,4.5,"['-', '1', '-', '13', '-']",0,1,0,13,0,2.8,2500000
14,Villarreal CF,Juan Foyth,DF,10,71,0,0,46,4.6,"['-', '-', '-', '6', '-1']",0,0,0,6,-1,1.0,4160000
14,Villarreal CF,Estupiñán,DF,11,43,0,0,37,3.4,"['4', '6', '6', '-', '-4']",4,6,6,0,-4,2.4,1990000
14,Villarreal CF,Aïssa Mandi,DF,7,50,0,0,26,3.7,"['1', '-', '-', '-', '-']",1,0,0,0,0,0.2,1720000
14,Villarreal CF,Alfonso Pedraza,DF,8,43,0,1,24,3,"['1', '-', '-', '5', '0']",1,0,0,5,0,1.2,1460000
14,Villarreal CF,Aurier,DF,5,14,0,1,17,3.4,"['6', '2', '5', '2', '-']",6,2,5,2,0,3.0,2470000
14,Villarreal CF,Rubén Peña,DF,6,7,0,0,14,2.3,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,560000
14,Villarreal CF,Mario Gaspar,DF,4,14,0,0,9,2.3,"['3', '-', '-', '-', '-']",3,0,0,0,0,0.6,800000
14,Villarreal CF,Parejo,MD,11,71,0,2,73,6.6,"['11', '7', '8', '10', '7']",11,7,8,10,7,8.6,14650000
14,Villarreal CF,Danjuma,MD,12,71,5,2,72,6,"['11', '1', '2', '-', '3']",11,1,2,0,3,3.4,13830000
14,Villarreal CF,Coquelin,MD,13,43,1,1,64,4.9,"['5', '5', '4', '4', '-']",5,5,4,4,0,3.6,4370000
14,Villarreal CF,Yéremi Pino,MD,13,71,1,4,56,4.3,"['5', '2', '2', '3', '1']",5,2,2,3,1,2.6,6710000
14,Villarreal CF,Capoue,MD,12,86,0,0,56,4.7,"['-', '4', '9', '-', '3']",0,4,9,0,3,3.2,4490000
14,Villarreal CF,Trigueros,MD,13,79,3,0,55,4.2,"['2', '1', '8', '1', '5']",2,1,8,1,5,3.4,5690000
14,Villarreal CF,Moi Gómez,MD,11,29,0,1,35,3.2,"['-', '4', '1', '2', '3']",0,4,1,2,3,2.0,2480000
14,Villarreal CF,Samu Chukwueze,MD,7,0,1,0,27,3.9,"['5', '2', '5', '1', '9']",5,2,5,1,9,4.4,2940000
14,Villarreal CF,Raba,MD,4,0,0,0,13,3.3,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,710000
14,Villarreal CF,Iborra,MD,3,14,0,0,3,1,"['2', '-', '-', '1', '-']",2,0,0,1,0,0.6,930000
14,Villarreal CF,Boulaye Dia,DL,10,36,1,2,44,4.4,"['14', '3', '3', '2', '-']",14,3,3,2,0,4.4,5920000
14,Villarreal CF,Gerard Moreno,DL,5,36,1,0,26,5.2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,13780000
14,Villarreal CF,Alcácer,DL,7,29,0,2,24,3.4,"['1', '2', '7', '-', '-']",1,2,7,0,0,2.0,3460000
15,Valencia CF,Cillessen,PT,9,60,13,0,33,3.7,"['2', '6', '1', '7', '4']",2,6,1,7,4,4.0,2770000
15,Valencia CF,Mamardashvili,PT,6,40,7,0,26,4.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1890000
15,Valencia CF,Jaume Doménech,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,280000
15,Valencia CF,Cristian Rivero,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
15,Valencia CF,Daniel Wass,DF,15,100,1,1,62,4.1,"['-2', '4', '1', '3', '2']",-2,4,1,3,2,1.6,6150000
15,Valencia CF,Gabriel Paulista,DF,12,80,1,1,58,4.8,"['9', '3', '-', '-', '-']",9,3,0,0,0,2.4,3990000
15,Valencia CF,Gayà,DF,11,73,2,1,57,5.2,"['0', '5', '7', '5', '2']",0,5,7,5,2,3.8,6060000
15,Valencia CF,Omar Alderete,DF,14,87,1,0,56,4,"['-1', '4', '4', '4', '6']",-1,4,4,4,6,3.4,3540000
15,Valencia CF,Foulquier,DF,14,87,0,1,45,3.2,"['1', '11', '2', '5', '2']",1,11,2,5,2,4.2,1930000
15,Valencia CF,Diakhaby,DF,13,33,0,0,32,2.5,"['1', '11', '5', '-', '5']",1,11,5,0,5,4.4,1360000
15,Valencia CF,Guillamón,DF,12,80,1,0,32,2.7,"['3', '4', '1', '4', '4']",3,4,1,4,4,3.2,2140000
15,Valencia CF,Thierry Correia,DF,6,33,0,0,27,4.5,"['-', '3', '-', '-', '-']",0,3,0,0,0,0.6,2780000
15,Valencia CF,Lato,DF,4,20,0,0,10,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,520000
15,Valencia CF,Jesús Vázquez,DF,3,7,0,0,4,2,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,310000
15,Valencia CF,Piccini,DF,1,0,0,0,2,2,"['-', '2', '-', '-', '-']",0,2,0,0,0,0.4,380000
15,Valencia CF,Carlos Soler,MD,11,60,5,2,70,6.4,"['-', '8', '2', '5', '9']",0,8,2,5,9,4.8,12640000
15,Valencia CF,Racic,MD,10,33,0,0,29,2.9,"['2', '5', '2', '3', '-']",2,5,2,3,0,2.4,1300000
15,Valencia CF,Yunus Musah,MD,11,13,0,0,23,2.1,"['-', '-', '-', '-', '4']",0,0,0,0,4,0.8,900000
15,Valencia CF,Denis Cheryshev,MD,6,27,0,1,23,3.8,"['1', '-', '2', '1', '1']",1,0,2,1,1,1.0,1600000
15,Valencia CF,Hélder Costa,MD,9,33,0,0,20,2.2,"['2', '0', '2', '2', '5']",2,0,2,2,5,2.2,1300000
15,Valencia CF,Jason,MD,5,7,0,0,13,2.6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,490000
15,Valencia CF,Koba,MD,4,0,0,0,10,2.5,"['-', '-', '2', '2', '2']",0,0,2,2,2,1.2,360000
15,Valencia CF,Álex Blanco,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210000
15,Valencia CF,Guedes,DL,15,100,3,3,91,6.1,"['0', '1', '11', '2', '3']",0,1,11,2,3,3.4,13500000
15,Valencia CF,Hugo Duro,DL,13,60,4,0,57,4.4,"['3', '2', '17', '2', '2']",3,2,17,2,2,5.2,3760000
15,Valencia CF,Maxi Gómez,DL,11,60,1,1,42,3.8,"['-', '-', '-', '2', '4']",0,0,0,2,4,1.2,7100000
15,Valencia CF,Manu Vallejo,DL,8,0,0,0,19,2.4,"['3', '-', '2', '-', '-']",3,0,2,0,0,1.0,800000
16,Deportivo Alavés,Pacheco,PT,12,86,16,0,58,4.8,"['5', '-', '8', '4', '7']",5,0,8,4,7,4.8,2980000
16,Deportivo Alavés,Sivera,PT,3,14,3,0,8,2.7,"['2', '4', '-', '-', '-']",2,4,0,0,0,1.2,350000
16,Deportivo Alavés,Laguardia,DF,13,93,2,1,67,5.2,"['9', '6', '3', '7', '2']",9,6,3,7,2,5.4,3800000
16,Deportivo Alavés,Rubén Duarte,DF,13,93,0,1,46,3.5,"['7', '0', '7', '3', '3']",7,0,7,3,3,4.0,2630000
16,Deportivo Alavés,Miazga,DF,8,43,0,0,35,4.4,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,1490000
16,Deportivo Alavés,Ximo Navarro,DF,9,64,0,0,29,3.2,"['5', '1', '-', '-', '-']",5,1,0,0,0,1.2,950000
16,Deportivo Alavés,Lejeune,DF,8,57,0,0,28,3.5,"['6', '6', '6', '0', '2']",6,6,6,0,2,4.0,2870000
16,Deportivo Alavés,Martín Aguirregabiria,DF,9,50,0,1,28,3.1,"['4', '1', '6', '0', '1']",4,1,6,0,1,2.4,1060000
16,Deportivo Alavés,Alberto Rodríguez,DF,2,7,0,0,5,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,370000
16,Deportivo Alavés,Saúl García,DF,1,0,0,0,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200000
