Player,Matchs,Goals,Assists
Giorgi Mamardashvili,9,0,0
Samuel,9,1,0
Thierry Correia,9,0,0
Mouctar Diakhaby,8,2,0
Hugo Guillamón,8,0,3
Samu Castillejo,7,2,0
Yunus Musah,7,0,2
Eray Cömert,7,1,0
José Lu,5,0,1
Domingos And,6,1,2
Gabriel Paulista,6,1,0
Edinson Cavani,4,2,1
Nicolás González,8,1,0
Hugo Duro,7,1,0
Ilaix Moriba,5,0,0
Carlos Soler,3,1,0
Toni Lato,8,1,0
Justin Kluivert,5,1,0
Maranhão,6,1,0
Jesus Vazquez,3,0,0
Maxi Gómez,3,0,0
Dimitri Foulquier,5,0,0
Cristhian Mosquera,2,0,0
Francisco Perez,2,0,0
Diego Noguerol,1,0,0
Emilio Bernard,0,0,0
Cristian,0,0,0
Jaume Doménech,0,0,0
Iago Herrerín,0,0,0
Koba Koindredi,0,0,0
Cenk Özkacar,0,0,0
Charlie Perez,0,0,0
Uroš Račić,0,0,0
Manu Vallejo,0,0,0
