Player,Matchs,Goals,Assists
Álex Moreno,7,0,1
Rui Silva,7,0,0
Borja Iglesias,7,6,1
Guido Rodríguez,6,0,0
William Carvalho,6,0,1
Rodrigo,6,1,0
Germán Pezzella,6,0,0
Édgar González,6,0,0
Sergio Canales,5,1,0
Juanmi,4,2,0
Luiz Felipe,5,0,0
Nabil Fekir,5,0,1
Aitor Ruibal,7,0,0
Luiz Henrique,5,0,1
Youssouf Sabaly,2,0,0
Martín Montoya,2,0,0
Paul Akouokou,4,0,0
Andrés Guardado,3,0,0
Willian José,4,0,0
Roberto González,2,0,0
Joaquín,2,0,0
Loren Morón,2,0,0
Fran Delgado,1,0,0
Juan Miranda,1,0,0
Claudio Bravo,0,0,0
Juan Cruz,0,0,0
Daniel Martín,0,0,0
Víctor Ruiz,0,0,0
