Player,Matchs,Goals,Assists
Thibaut Courtois,30,0,0
Éder Militão,28,1,2
David Alaba,27,1,3
Vinicius Júnior,28,14,6
Casemiro,27,0,3
Karim Benzema,26,24,11
Toni Kroos,21,1,3
Luka Modrić,23,2,5
Ferland Mendy,19,1,1
Marco Asensio,25,8,0
Dani Carvajal,20,1,1
Federico Valverde,24,0,1
Lucas Vázquez,22,1,0
Nacho,21,2,0
Rodrygo,24,0,1
Eden Hazard,17,0,1
Eduardo Camavinga,18,2,0
Gareth Balew,4,1,0
Miguel Gutiérrez,3,0,1
Marcelo,8,0,1
Isco,10,1,0
Mariano,5,0,1
Luka Jović,13,1,2
Dani Ceballos,6,0,0
Blanco,1,0,0
Peter González,2,0,0
Sergio Santos,1,0,0
Jesús Vallejo,1,0,0
Toni Fuidias,0,0,0
Latasa,0,0,0
Luis López,0,0,0
Andriy Lunin,0,0,0
Álvaro Odriozola,0,0,0
Diego Piñeiro,0,0,0
Rafa,0,0,0
