Player,Matchs,Goals,Assists
Luis Javi,26,6,3
Luís Maximiano,23,0,0
Carlos Neva,24,0,0
Luis Milla,22,2,2
Germán Sánchez,21,2,0
Quini,22,0,0
Antonio Puertas,23,4,1
Maxime Gonalons,19,0,1
Jorge Molina,25,7,3
Raúl Torrente,16,0,0
Ángel Montoro,21,1,1
Darwin Machís,17,2,0
Víctor Díaz,15,0,0
Domingos Duarte,11,1,0
Rubén Rochina,14,1,3
Monchu,14,0,0
Alberto Soro,12,0,0
Sergio Escudero,18,0,1
Luis Abram,8,0,0
Carlos Bacca,15,0,1
Myrto Uzuni,5,0,0
Álex Collado,7,0,0
Santiago Arias,8,1,0
Aarón Escandell,4,0,0
Isma Ruiz,6,0,0
Dimitri Foulquier,2,0,0
Njegoš Petrović,5,0,0
Yan Bri,6,0,0
Matias Arezo,3,0,0
Dani Raba,1,0,0
Adrián Butzke,1,0,0
Ángel,0,0,0
Barcia,0,0,0
Cheikh Ka,0,0,0
Pepe,0,0,0
Bry,0,0,0
